,name,href,uid,guid,id,height,weight,age,position,jersey,salary,birthDate,headshot,lastName,experience,college,birthPlace,hand,GP,GS,MIN,FGM,FGA,FG%,3PTM,3PTA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,BLK,STL,PF,TO,PTS
55,Ryan Broekhoff,https://www.espn.com/nba/player/_/id/2489693/ryan-broekhoff,s:40~l:46~a:2489693,731acf05f369204b0f0f599d0902df89,2489693,78.0,215.0,30,SG,45.0,1416852.0,08/23/90,https://a.espncdn.com/i/headshots/nba/players/full/2489693.png,Ryan Broekhoff,2,Valparaiso,Australia,,59.0,1.0,10.7,1.3,3.1,42.7,1.0,2.4,40.3,0.4,0.5,81.5,0.2,1.6,1.8,0.6,0.1,0.2,0.8,0.4,4.0
56,Alec Burks,https://www.espn.com/nba/player/_/id/6429/alec-burks,s:40~l:46~a:6429,f81289a6fd8e62c7713879f80f21610a,6429,78.0,214.0,29,SG,20.0,1620564.0,07/20/91,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,Alec Burks,9,Colorado,"Grandview, MO",,495.0,86.0,21.8,3.5,8.3,42.2,0.8,2.3,36.4,2.4,3.1,79.1,0.6,2.6,3.2,1.9,0.2,0.7,1.8,1.3,10.3
57,Joel Embiid,https://www.espn.com/nba/player/_/id/3059318/joel-embiid,s:40~l:46~a:3059318,8941011900115ba0efed7b0b6c756c23,3059318,84.0,280.0,26,C,21.0,27504630.0,03/16/94,https://a.espncdn.com/i/headshots/nba/players/full/3059318.png,Joel Embiid,4,Kansas,Cameroon,,209.0,209.0,30.4,8.0,16.7,48.0,1.1,3.6,31.9,6.8,8.6,79.3,2.4,9.1,11.5,3.1,1.8,0.8,3.4,3.5,23.9
58,Tobias Harris,https://www.espn.com/nba/player/_/id/6440/tobias-harris,s:40~l:46~a:6440,7975a3ae314d5282e1d0b9d4d47e151a,6440,80.0,226.0,28,SF,12.0,32742000.0,07/15/92,https://a.espncdn.com/i/headshots/nba/players/full/6440.png,Tobias Harris,9,Tennessee,"Islip, NY",,618.0,498.0,30.8,6.1,12.9,47.1,1.3,3.6,36.5,2.5,3.1,82.0,1.0,5.1,6.1,2.0,0.5,0.7,2.0,1.4,15.9
59,Al Horford,https://www.espn.com/nba/player/_/id/3213/al-horford,s:40~l:46~a:3213,b79dd16a5d4bd7049b0ceaa9ec3df217,3213,81.0,240.0,34,PF,42.0,28000000.0,06/03/86,https://a.espncdn.com/i/headshots/nba/players/full/3213.png,Al Horford,13,Florida,Dominican Republic,,853.0,843.0,32.6,5.9,11.3,52.0,0.5,1.5,36.4,1.7,2.2,75.4,2.1,6.2,8.3,3.3,1.2,0.8,2.3,1.6,13.9
60,Furkan Korkmaz,https://www.espn.com/nba/player/_/id/3929325/furkan-korkmaz,s:40~l:46~a:3929325,ead1819b68191f7af43a3122e5e15fad,3929325,79.0,202.0,23,SG,30.0,1620564.0,07/24/97,https://a.espncdn.com/i/headshots/nba/players/full/3929325.png,Furkan Korkmaz,3,,Turkey,,134.0,19.0,17.3,2.6,6.2,41.6,1.5,3.9,37.7,0.9,1.1,76.7,0.3,1.9,2.1,1.0,0.1,0.5,1.3,0.6,7.5
61,Shake Milton,https://www.espn.com/nba/player/_/id/3915195/shake-milton,s:40~l:46~a:3915195,6575a3513a38c256f17d4f2aa62ad2ce,3915195,77.0,205.0,24,SG,18.0,1455697.0,09/26/96,https://a.espncdn.com/i/headshots/nba/players/full/3915195.png,Shake Milton,2,SMU,"Owasso, OK",,60.0,24.0,17.9,2.8,6.1,46.2,1.2,3.0,40.2,0.9,1.2,77.8,0.4,1.7,2.1,2.0,0.3,0.5,2.0,0.9,7.7
62,Raul Neto,https://www.espn.com/nba/player/_/id/2968361/raul-neto,s:40~l:46~a:2968361,a8463c665dc5f3c3f84682a998120b9f,2968361,73.0,180.0,28,PG,19.0,1620564.0,05/19/92,https://a.espncdn.com/i/headshots/nba/players/full/2968361.png,Raul Neto,5,,Brazil,,253.0,57.0,13.8,1.8,4.1,44.6,0.6,1.5,37.9,0.6,0.8,78.9,0.2,1.1,1.3,1.9,0.1,0.5,1.2,1.0,4.9
63,Kyle O'Quinn,https://www.espn.com/nba/player/_/id/6615/kyle-oquinn,s:40~l:46~a:6615,e04fe3aae02ea9873ca0ace21a70954f,6615,81.0,250.0,30,C,9.0,1620564.0,03/26/90,https://a.espncdn.com/i/headshots/nba/players/full/6615.png,Kyle O'Quinn,8,Norfolk State,"Queens, NY",,472.0,65.0,14.2,2.3,4.4,51.7,0.1,0.3,21.8,0.8,1.1,74.0,1.3,3.3,4.6,1.4,1.0,0.4,2.0,1.0,5.4
64,Norvel Pelle,https://www.espn.com/nba/player/_/id/2608892/norvel-pelle,s:40~l:46~a:2608892,644fbf7637946f18e132f3174311b32a,2608892,82.0,231.0,27,SF,14.0,350189.0,02/03/93,https://a.espncdn.com/i/headshots/nba/players/full/2608892.png,Norvel Pelle,1,,,,24.0,0.0,9.7,1.0,2.0,52.1,0.0,0.0,0.0,0.3,0.6,50.0,0.8,2.2,3.0,0.3,1.3,0.1,2.3,0.8,2.4
65,Josh Richardson,https://www.espn.com/nba/player/_/id/2581190/josh-richardson,s:40~l:46~a:2581190,7b8ee798f436b91dfdb772f261ead3b1,2581190,77.0,200.0,27,SG,0.0,10116576.0,09/15/93,https://a.espncdn.com/i/headshots/nba/players/full/2581190.png,Josh Richardson,5,Tennessee,"Edmond, OK",,314.0,243.0,30.7,4.5,10.6,42.6,1.6,4.4,36.3,1.7,2.1,81.8,0.7,2.5,3.2,2.9,0.7,1.1,2.5,1.5,12.4
66,Glenn Robinson III,https://www.espn.com/nba/player/_/id/2991039/glenn-robinson-iii,s:40~l:46~a:2991039,32c9b4397fb751c4f35d985c9cdfe05e,2991039,78.0,222.0,26,SF,40.0,1620564.0,01/08/94,https://a.espncdn.com/i/headshots/nba/players/full/2991039.png,Glenn Robinson III,6,Michigan,"Gary, IN",,281.0,103.0,17.5,2.3,5.0,45.9,0.6,1.7,37.3,0.8,1.0,76.8,0.7,1.9,2.6,0.8,0.2,0.5,0.9,0.5,6.0
67,Mike Scott,https://www.espn.com/nba/player/_/id/6622/mike-scott,s:40~l:46~a:6622,c69d800a269549d8e624e65cda575694,6622,79.0,237.0,32,PF,1.0,4767000.0,07/16/88,https://a.espncdn.com/i/headshots/nba/players/full/6622.png,Mike Scott,8,Virginia,"Chesapeake, VA",L,504.0,22.0,16.5,2.7,5.9,45.9,0.9,2.4,36.4,0.7,1.0,75.9,0.7,2.5,3.2,0.9,0.1,0.3,1.5,0.7,7.0
68,Marial Shayok,https://www.espn.com/nba/player/_/id/3138201/marial-shayok,s:40~l:46~a:3138201,496c22faafad638d01e492d8ff046599,3138201,77.0,198.0,25,SG,35.0,0.0,07/26/95,https://a.espncdn.com/i/headshots/nba/players/full/3138201.png,Marial Shayok,1,Iowa State,"Ottawa, ON",,4.0,0.0,7.0,0.8,3.0,25.0,0.5,1.5,33.3,0.8,1.0,75.0,0.3,1.5,1.8,0.3,0.3,0.0,1.0,0.8,2.8
69,Ben Simmons,https://www.espn.com/nba/player/_/id/3907387/ben-simmons,s:40~l:46~a:3907387,c55250794a9b1491713f1f48699e89b0,3907387,82.0,240.0,24,PG,25.0,8113930.0,07/20/96,https://a.espncdn.com/i/headshots/nba/players/full/3907387.png,Ben Simmons,3,LSU,Australia,,217.0,217.0,34.3,6.7,12.0,56.0,0.0,0.1,8.3,2.9,4.9,59.3,2.0,6.3,8.3,8.0,0.8,1.7,2.8,3.5,16.4
70,Zhaire Smith,https://www.espn.com/nba/player/_/id/4277923/zhaire-smith,s:40~l:46~a:4277923,4bb0b7ebe7736cd2eb662faffb8439e1,4277923,75.0,205.0,21,SG,5.0,3058800.0,06/04/99,https://a.espncdn.com/i/headshots/nba/players/full/4277923.png,Zhaire Smith,2,Texas Tech,"Garland, TX",,13.0,2.0,11.0,1.3,3.5,37.8,0.5,1.5,31.6,0.6,0.9,66.7,0.2,0.9,1.2,0.9,0.2,0.4,0.9,0.6,3.7
71,Matisse Thybulle,https://www.espn.com/nba/player/_/id/3907498/matisse-thybulle,s:40~l:46~a:3907498,0ce4527c004af0c15aa57b1935e84067,3907498,77.0,201.0,23,SG,22.0,2582160.0,03/04/97,https://a.espncdn.com/i/headshots/nba/players/full/3907498.png,Matisse Thybulle,1,Washington,"Scottsdale, AZ",,65.0,14.0,19.8,1.7,4.1,42.3,0.9,2.4,35.7,0.4,0.6,61.0,0.7,1.0,1.6,1.2,0.7,1.4,2.2,0.8,4.7
72,OG Anunoby,https://www.espn.com/nba/player/_/id/3934719/og-anunoby,s:40~l:46~a:3934719,31ec117d6e14d4f094149d2467197179,3934719,79.0,232.0,23,SF,3.0,2281800.0,07/17/97,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,OG Anunoby,3,Indiana,England,B,210.0,136.0,23.3,3.0,6.3,48.0,1.1,3.0,36.5,0.7,1.1,65.0,0.9,2.7,3.5,1.0,0.4,0.9,2.1,0.9,7.8
73,Chris Boucher,https://www.espn.com/nba/player/_/id/3948153/chris-boucher,s:40~l:46~a:3948153,843d6489a236c54a38db617c74ded459,3948153,81.0,200.0,27,PF,25.0,1588231.0,01/11/93,https://a.espncdn.com/i/headshots/nba/players/full/3948153.png,Chris Boucher,3,Oregon,,,91.0,0.0,10.8,1.9,4.1,46.5,0.5,1.7,32.1,1.1,1.4,79.4,1.4,2.3,3.7,0.3,0.9,0.3,1.6,0.4,5.5
74,Oshae Brissett,https://www.espn.com/nba/player/_/id/4278031/oshae-brissett,s:40~l:46~a:4278031,3ffed185196d48d0e38ee91b22f2273c,4278031,79.0,210.0,22,SF,12.0,0.0,06/20/98,https://a.espncdn.com/i/headshots/nba/players/full/4278031.png,Oshae Brissett,1,Syracuse,"Toronto, ON",,19.0,0.0,7.1,0.7,1.9,36.1,0.2,0.8,20.0,0.4,0.5,80.0,0.5,0.9,1.4,0.4,0.1,0.2,0.9,0.4,1.9
75,Terence Davis,https://www.espn.com/nba/player/_/id/3919454/terence-davis,s:40~l:46~a:3919454,063803e61039bb717172aa9fe499dbe5,3919454,76.0,201.0,23,SG,0.0,898310.0,05/16/97,https://a.espncdn.com/i/headshots/nba/players/full/3919454.png,Terence Davis,1,Ole Miss,"Southaven, MS",,72.0,4.0,16.8,2.8,6.1,45.6,1.3,3.4,38.8,0.7,0.8,86.4,0.7,2.6,3.3,1.6,0.2,0.5,1.7,1.1,7.5
76,Marc Gasol,https://www.espn.com/nba/player/_/id/3206/marc-gasol,s:40~l:46~a:3206,fff48cf2e014d79c191809b965813731,3206,83.0,255.0,35,C,33.0,25595700.0,01/29/85,https://a.espncdn.com/i/headshots/nba/players/full/3206.png,Marc Gasol,12,,Spain,,839.0,823.0,33.0,5.4,11.3,48.1,0.5,1.3,35.4,3.3,4.3,77.7,1.6,6.0,7.6,3.4,1.4,0.9,2.9,2.0,14.6
77,Dewan Hernandez,https://www.espn.com/nba/player/_/id/4065672/dewan-hernandez,s:40~l:46~a:4065672,d46b2d04a3a163a54df3b27cf5413254,4065672,82.0,235.0,23,C,20.0,898310.0,12/09/96,https://a.espncdn.com/i/headshots/nba/players/full/4065672.png,Dewan Hernandez,1,Miami (FL),"Miami, FL",,6.0,0.0,4.7,0.8,2.3,35.7,0.2,0.3,50.0,0.5,0.8,60.0,0.8,1.5,2.3,0.5,0.0,0.2,1.0,0.5,2.3
78,Rondae Hollis-Jefferson,https://www.espn.com/nba/player/_/id/3064291/rondae-hollis-jefferson,s:40~l:46~a:3064291,8e739eecf8024aba715b5a59b3a0ed83,3064291,78.0,217.0,25,SF,4.0,2500000.0,01/03/95,https://a.espncdn.com/i/headshots/nba/players/full/3064291.png,Rondae Hollis-Jefferson,5,Arizona,"Chester, PA",,294.0,153.0,22.6,3.4,7.6,44.8,0.1,0.7,21.3,2.4,3.2,73.8,1.5,4.2,5.6,1.9,0.5,0.9,2.1,1.3,9.3
79,Serge Ibaka,https://www.espn.com/nba/player/_/id/3439/serge-ibaka,s:40~l:46~a:3439,2fe777baa2f3774ce617c8158c48e40c,3439,84.0,235.0,31,C,9.0,23271604.0,09/18/89,https://a.espncdn.com/i/headshots/nba/players/full/3439.png,Serge Ibaka,11,,,,808.0,646.0,28.6,5.2,10.1,51.4,0.7,1.8,36.0,1.5,1.9,75.8,2.2,5.2,7.4,0.8,2.1,0.4,2.8,1.3,12.6
80,Stanley Johnson,https://www.espn.com/nba/player/_/id/3134881/stanley-johnson,s:40~l:46~a:3134881,6caed88faf780c9839373c45c93fd069,3134881,78.0,242.0,24,SF,5.0,3623000.0,05/29/96,https://a.espncdn.com/i/headshots/nba/players/full/3134881.png,Stanley Johnson,5,Arizona,"Anaheim, CA",,310.0,64.0,20.4,2.4,6.5,37.4,0.8,2.7,29.3,0.9,1.2,75.5,0.5,2.7,3.2,1.4,0.2,0.9,1.9,1.2,6.6
81,Kyle Lowry,https://www.espn.com/nba/player/_/id/3012/kyle-lowry,s:40~l:46~a:3012,f47675222a75d36e0214eeb7a489af0e,3012,72.0,196.0,34,PG,7.0,34996296.0,03/25/86,https://a.espncdn.com/i/headshots/nba/players/full/3012.png,Kyle Lowry,14,Villanova,"Philadelphia, PA",,914.0,678.0,31.6,4.7,11.2,42.3,1.9,5.1,36.6,3.5,4.3,80.9,0.8,3.5,4.3,6.2,0.3,1.4,2.7,2.3,14.7
82,Patrick McCaw,https://www.espn.com/nba/player/_/id/3137730/patrick-mccaw,s:40~l:46~a:3137730,a8813780dda6d3d8164dd05be84d7a43,3137730,79.0,181.0,24,SF,22.0,4000000.0,10/25/95,https://a.espncdn.com/i/headshots/nba/players/full/3137730.png,Patrick McCaw,4,UNLV,,,194.0,43.0,17.2,1.5,3.6,41.9,0.5,1.6,30.5,0.4,0.5,77.9,0.3,1.3,1.6,1.4,0.2,0.7,1.2,0.6,3.9
83,Malcolm Miller,https://www.espn.com/nba/player/_/id/2580980/malcolm-miller,s:40~l:46~a:2580980,948701532c2d39b853f6cd5694b66930,2580980,79.0,210.0,27,SG,13.0,1588231.0,03/06/93,https://a.espncdn.com/i/headshots/nba/players/full/2580980.png,Malcolm Miller,3,Holy Cross,"Gaithersburg, MD",,53.0,5.0,6.7,0.7,1.6,43.4,0.5,1.2,40.6,0.2,0.3,62.5,0.1,0.5,0.7,0.3,0.1,0.1,0.6,0.2,2.0
84,Norman Powell,https://www.espn.com/nba/player/_/id/2595516/norman-powell,s:40~l:46~a:2595516,4941d0401812cbb027bf598cd624bc84,2595516,75.0,215.0,27,SG,24.0,10116576.0,05/25/93,https://a.espncdn.com/i/headshots/nba/players/full/2595516.png,Norman Powell,5,UCLA,"San Diego, CA",,307.0,89.0,18.8,3.1,6.9,45.7,1.0,2.9,36.1,1.3,1.6,81.8,0.3,2.1,2.4,1.3,0.2,0.7,1.6,1.0,8.6
85,Pascal Siakam,https://www.espn.com/nba/player/_/id/3149673/pascal-siakam,s:40~l:46~a:3149673,7c82adbb96d724542921535f8b8f6248,3149673,81.0,230.0,26,PF,43.0,2351839.0,04/02/94,https://a.espncdn.com/i/headshots/nba/players/full/3149673.png,Pascal Siakam,4,New Mexico State,Cameroon,,276.0,182.0,26.1,5.0,10.0,50.0,0.9,2.6,33.4,2.0,2.6,76.4,1.2,4.4,5.6,2.3,0.7,0.8,2.5,1.5,12.8
86,Matt Thomas,https://www.espn.com/nba/player/_/id/3059311/matt-thomas,s:40~l:46~a:3059311,4047056662eb99aeef06b0a7401917e8,3059311,76.0,190.0,26,SG,21.0,898310.0,08/04/94,https://a.espncdn.com/i/headshots/nba/players/full/3059311.png,Matt Thomas,1,Iowa State,"Decatur, IL",,41.0,1.0,10.7,1.8,3.7,48.7,1.1,2.4,47.5,0.2,0.3,75.0,0.2,1.3,1.5,0.5,0.0,0.2,0.9,0.4,4.9
87,Fred VanVleet,https://www.espn.com/nba/player/_/id/2991230/fred-vanvleet,s:40~l:46~a:2991230,6c6e5179fc67908ebc500a5580d64159,2991230,73.0,197.0,26,SG,23.0,9346153.0,02/25/94,https://a.espncdn.com/i/headshots/nba/players/full/2991230.png,Fred VanVleet,4,Wichita State,"Rockford, IL",,231.0,82.0,23.8,3.6,8.8,41.2,1.6,4.2,39.3,1.6,1.9,84.2,0.3,2.3,2.6,4.1,0.3,1.0,1.8,1.3,10.5
88,Paul Watson,https://www.espn.com/nba/player/_/id/3058030/paul-watson,s:40~l:46~a:3058030,6dc16b47c281c67d63cbe6ad03cbc117,3058030,78.0,210.0,25,SF,1.0,0.0,12/30/94,https://a.espncdn.com/i/headshots/nba/players/full/3058030.png,Paul Watson,1,Fresno State,USA,L,10.0,0.0,8.7,1.0,2.6,38.5,0.4,1.2,33.3,0.7,0.9,77.8,0.2,1.5,1.7,0.8,0.1,0.4,0.5,0.3,3.1
89,Ryan Arcidiacono,https://www.espn.com/nba/player/_/id/2991047/ryan-arcidiacono,s:40~l:46~a:2991047,94e5307f37c4541f3491eef33255c48c,2991047,75.0,195.0,26,PG,51.0,3000000.0,03/26/94,https://a.espncdn.com/i/headshots/nba/players/full/2991047.png,Ryan Arcidiacono,3,Villanova,"Philadelphia, PA",,163.0,36.0,19.6,1.8,4.2,43.3,0.9,2.4,37.3,0.7,0.9,82.9,0.3,1.9,2.2,2.5,0.0,0.6,1.7,0.7,5.2
90,Wendell Carter Jr.,https://www.espn.com/nba/player/_/id/4277847/wendell-carter-jr,s:40~l:46~a:4277847,14e2b9be12d2af66d4d6daa301c64168,4277847,81.0,270.0,21,C,34.0,5201400.0,04/16/99,https://a.espncdn.com/i/headshots/nba/players/full/4277847.png,Wendell Carter Jr.,2,Duke,"Fairburn, GA",,87.0,87.0,27.2,4.2,8.2,50.8,0.1,0.7,19.7,2.3,3.0,76.1,2.6,5.6,8.2,1.5,1.1,0.7,3.6,1.6,10.8
91,Kris Dunn,https://www.espn.com/nba/player/_/id/2991139/kris-dunn,s:40~l:46~a:2991139,3bf37b82bc22d8827cfa0092b896e87a,2991139,75.0,205.0,26,PG,32.0,5348007.0,03/18/94,https://a.espncdn.com/i/headshots/nba/players/full/2991139.png,Kris Dunn,4,Providence,"New London, CT",,227.0,126.0,24.3,3.4,8.0,42.2,0.6,1.8,30.6,0.9,1.3,72.6,0.4,3.0,3.3,4.2,0.4,1.5,3.0,1.8,8.3
92,Cristiano Felicio,https://www.espn.com/nba/player/_/id/3113587/cristiano-felicio,s:40~l:46~a:3113587,d1e73c8c947fa0edfbd6880579f09cb1,3113587,82.0,270.0,28,PF,6.0,8156500.0,07/07/92,https://a.espncdn.com/i/headshots/nba/players/full/3113587.png,Cristiano Felicio,5,,Brazil,,234.0,20.0,14.8,1.8,3.2,57.2,0.0,0.1,0.0,0.9,1.3,67.9,1.6,2.5,4.1,0.7,0.2,0.3,1.5,0.6,4.5
93,Daniel Gafford,https://www.espn.com/nba/player/_/id/4278049/daniel-gafford,s:40~l:46~a:4278049,5ea1b27c35dcc1cf3d9cba22c98062d4,4278049,82.0,234.0,22,PF,12.0,898310.0,10/01/98,https://a.espncdn.com/i/headshots/nba/players/full/4278049.png,Daniel Gafford,1,Arkansas,"El Dorado, AR",,43.0,7.0,14.2,2.2,3.1,70.1,0.0,0.0,0.0,0.7,1.4,53.3,1.2,1.3,2.5,0.5,1.3,0.3,2.3,0.7,5.1
94,Shaquille Harrison,https://www.espn.com/nba/player/_/id/2991274/shaquille-harrison,s:40~l:46~a:2991274,586e47d577d48fcc96c79f32b62dffb0,2991274,79.0,190.0,27,PG,3.0,1620564.0,10/06/93,https://a.espncdn.com/i/headshots/nba/players/full/2991274.png,Shaquille Harrison,3,Tulsa,"Kansas City, MO",B,139.0,23.0,16.5,2.3,5.1,44.8,0.3,1.1,29.3,1.1,1.5,70.6,0.5,2.2,2.7,1.7,0.4,1.1,1.6,0.7,6.0
95,Chandler Hutchison,https://www.espn.com/nba/player/_/id/3149010/chandler-hutchison,s:40~l:46~a:3149010,0bbef0d6e2d16753f4220deaba4baea8,3149010,79.0,210.0,24,SF,15.0,2332320.0,04/26/96,https://a.espncdn.com/i/headshots/nba/players/full/3149010.png,Chandler Hutchison,2,Boise State,"Mission Viejo, CA",,72.0,24.0,19.8,2.4,5.3,45.8,0.4,1.2,29.5,1.0,1.6,59.5,0.7,3.4,4.1,0.8,0.2,0.7,1.5,0.7,6.2
96,Luke Kornet,https://www.espn.com/nba/player/_/id/3064560/luke-kornet,s:40~l:46~a:3064560,7a7e5cbb08080a1108e45b50144abcb9,3064560,86.0,250.0,25,C,2.0,2250000.0,07/15/95,https://a.espncdn.com/i/headshots/nba/players/full/3064560.png,Luke Kornet,3,Vanderbilt,"Lantana, TX",R,102.0,33.0,16.4,2.3,5.8,40.0,1.3,3.7,33.9,0.6,0.8,77.6,0.6,2.2,2.8,1.1,0.8,0.4,1.2,0.5,6.6
97,Zach LaVine,https://www.espn.com/nba/player/_/id/3064440/zach-lavine,s:40~l:46~a:3064440,dba79cae3f61b87b37d9223f39b4f516,3064440,78.0,200.0,25,PG,8.0,19500000.0,03/10/95,https://a.espncdn.com/i/headshots/nba/players/full/3064440.png,Zach LaVine,6,UCLA,"Renton, WA",,353.0,266.0,30.8,6.4,14.3,44.7,1.8,4.9,37.5,3.1,3.8,81.9,0.5,3.2,3.6,3.6,0.3,1.0,2.2,2.5,17.7
98,Lauri Markkanen,https://www.espn.com/nba/player/_/id/4066336/lauri-markkanen,s:40~l:46~a:4066336,87ff7f1be52ab236308c878d12df8446,4066336,84.0,240.0,23,PF,24.0,5300400.0,05/22/97,https://a.espncdn.com/i/headshots/nba/players/full/4066336.png,Lauri Markkanen,3,Arizona,Finland,,170.0,169.0,30.6,5.7,13.2,43.0,2.2,6.2,35.6,2.6,3.0,84.8,1.3,6.3,7.6,1.3,0.6,0.7,1.9,1.5,16.1
99,Adam Mokoka,https://www.espn.com/nba/player/_/id/4349241/adam-mokoka,s:40~l:46~a:4349241,5e54fa1ddac2f6fe9b5b7d458ec916db,4349241,77.0,190.0,22,SG,20.0,0.0,07/18/98,https://a.espncdn.com/i/headshots/nba/players/full/4349241.png,Adam Mokoka,1,,France,,11.0,0.0,10.2,1.1,2.5,42.9,0.5,1.4,40.0,0.2,0.4,50.0,0.6,0.3,0.9,0.4,0.0,0.4,1.5,0.2,2.9
100,Otto Porter Jr.,https://www.espn.com/nba/player/_/id/2594922/otto-porter-jr,s:40~l:46~a:2594922,77f9a56f7cf082f7739e9fe3d16e99b3,2594922,80.0,198.0,27,SF,22.0,27250575.0,06/03/93,https://a.espncdn.com/i/headshots/nba/players/full/2594922.png,Otto Porter Jr.,7,Georgetown,,,413.0,295.0,26.8,4.3,8.9,48.2,1.3,3.3,40.4,1.1,1.4,78.9,1.2,3.8,4.9,1.5,0.4,1.2,1.9,0.8,11.0
101,Tomas Satoransky,https://www.espn.com/nba/player/_/id/6621/tomas-satoransky,s:40~l:46~a:6621,42b1cdebf3b717ab634e04546db551d3,6621,79.0,210.0,28,SG,31.0,10000000.0,10/30/91,https://a.espncdn.com/i/headshots/nba/players/full/6621.png,Tomas Satoransky,4,,,,275.0,151.0,23.3,2.7,5.9,46.9,0.7,1.8,36.9,1.2,1.5,81.7,0.9,2.2,3.1,4.1,0.1,0.9,1.8,1.3,7.4
102,Max Strus,https://www.espn.com/nba/player/_/id/4065778/max-strus,s:40~l:46~a:4065778,ac438cf4ae0c8aec7efca048bfe3df5b,4065778,77.0,215.0,24,SG,28.0,898310.0,03/28/96,https://a.espncdn.com/i/headshots/nba/players/full/4065778.png,Max Strus,1,DePaul,"Hickory Hills, IL",,2.0,0.0,3.0,1.0,1.5,66.7,0.0,0.5,0.0,0.5,0.5,100.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,2.5
103,Denzel Valentine,https://www.espn.com/nba/player/_/id/2999549/denzel-valentine,s:40~l:46~a:2999549,c4d7526e039e65ad70ba53e87bdf2051,2999549,76.0,220.0,26,SG,45.0,3377569.0,11/16/93,https://a.espncdn.com/i/headshots/nba/players/full/2999549.png,Denzel Valentine,3,Michigan State,"Lansing, MI",,170.0,42.0,20.9,2.9,7.3,40.1,1.5,4.2,36.6,0.3,0.5,75.3,0.4,3.2,3.6,2.1,0.1,0.7,1.9,1.0,7.8
104,Coby White,https://www.espn.com/nba/player/_/id/4395651/coby-white,s:40~l:46~a:4395651,750f545c3cc8fea491cd828da373cc8e,4395651,76.0,195.0,20,PG,0.0,5307120.0,02/16/00,https://a.espncdn.com/i/headshots/nba/players/full/4395651.png,Coby White,1,North Carolina,"Goldsboro, NC",,65.0,1.0,25.8,4.8,12.2,39.4,2.0,5.8,35.4,1.6,2.0,79.1,0.4,3.1,3.5,2.7,0.1,0.8,1.8,1.7,13.2
105,Thaddeus Young,https://www.espn.com/nba/player/_/id/3244/thaddeus-young,s:40~l:46~a:3244,2f6738bf131716a49fb244464533ef77,3244,80.0,235.0,32,PF,21.0,12900000.0,06/21/88,https://a.espncdn.com/i/headshots/nba/players/full/3244.png,Thaddeus Young,13,Georgia Tech,"New Orleans, LA",,965.0,687.0,30.3,5.7,11.4,49.8,0.5,1.5,33.3,1.3,2.0,67.0,2.0,3.9,5.9,1.7,0.4,1.5,2.2,1.4,13.2
106,Jordan Bell,https://www.espn.com/nba/player/_/id/3064427/jordan-bell,s:40~l:46~a:3064427,8ef3f32a8908a3104563271d79ac1c9f,3064427,80.0,216.0,25,PF,5.0,1620564.0,01/07/95,https://a.espncdn.com/i/headshots/nba/players/full/3064427.png,Jordan Bell,3,Oregon,"Los Angeles, CA",,154.0,16.0,12.0,1.6,2.9,56.3,0.0,0.1,22.2,0.5,0.8,63.8,0.9,2.1,3.1,1.3,0.8,0.4,1.2,0.7,3.8
107,Matthew Dellavedova,https://www.espn.com/nba/player/_/id/2489716/matthew-dellavedova,s:40~l:46~a:2489716,1a599a9bd48f41f6d3c6cb6730d431c3,2489716,75.0,200.0,30,PG,18.0,9607500.0,09/08/90,https://a.espncdn.com/i/headshots/nba/players/full/2489716.png,Matthew Dellavedova,7,Saint Mary's,Australia,,434.0,92.0,20.4,2.0,5.1,38.9,0.9,2.5,36.8,0.7,0.8,83.8,0.4,1.4,1.8,3.7,0.0,0.5,1.9,1.3,5.6
108,Andre Drummond,https://www.espn.com/nba/player/_/id/6585/andre-drummond,s:40~l:46~a:6585,355269b721fc8104b40ed7c81ec96c9a,6585,82.0,279.0,27,C,3.0,27093019.0,08/10/93,https://a.espncdn.com/i/headshots/nba/players/full/6585.png,Andre Drummond,8,Connecticut,"Mount Vernon, NY",B,599.0,548.0,31.0,6.1,11.3,54.2,0.0,0.2,14.6,2.2,4.8,46.1,4.8,9.1,13.8,1.3,1.6,1.4,3.2,2.0,14.5
109,Dante Exum,https://www.espn.com/nba/player/_/id/3102528/dante-exum,s:40~l:46~a:3102528,57104556fd32d3fba0c06aac09f6d133,3102528,77.0,214.0,25,PG,1.0,9600000.0,07/13/95,https://a.espncdn.com/i/headshots/nba/players/full/3102528.png,Dante Exum,5,,Australia,L,239.0,69.0,18.5,2.1,5.1,40.7,0.7,2.2,30.8,0.8,1.1,76.6,0.4,1.4,1.8,2.1,0.2,0.4,1.8,1.3,5.7
110,Darius Garland,https://www.espn.com/nba/player/_/id/4396907/darius-garland,s:40~l:46~a:4396907,eb092265024f98407f49507cfcab5aab,4396907,73.0,192.0,20,PG,10.0,6400920.0,01/26/00,https://a.espncdn.com/i/headshots/nba/players/full/4396907.png,Darius Garland,1,Vanderbilt,"Gary, IN",,59.0,59.0,30.9,4.7,11.8,40.1,1.8,5.0,35.5,1.1,1.2,87.5,0.5,1.4,1.9,3.9,0.1,0.7,1.6,2.6,12.3
